"id","category","objective","persona","title","prompt","tags","level","heartbeat","expected_output"
"M104","Apprentissage & Carrière","Activer","Job seeker","Mes 5 lacunes à combler avant de viser le poste cible","Analyse l'écart entre mon profil actuel et le poste que je vise, et identifie les 5 lacunes principales à combler.

MON PROFIL ACTUEL
[À COMPLÉTER]

MON POSTE CIBLE
[À COMPLÉTER : titre + description type]

ANALYSE
- Compare les compétences clés du poste cible vs mon profil
- Identifie 5 lacunes par ordre de priorité
- Pour chaque lacune :
  - Pourquoi importante pour le poste
  - Comment la combler (formation / projet perso / mentorat / job intermédiaire)
  - Délai réaliste (3 / 6 / 12 mois)
  - 1 ressource immédiate pour démarrer","gap-analysis,lacunes,plan-formation,job-search","avancé","non","5 lacunes avec plan de comblement"
"M105","Apprentissage & Carrière","Découvrir","Investisseur","Investisseurs émérites dont je devrais étudier les frameworks","Identifie 5 investisseurs reconnus dont je devrais étudier les frameworks et la philosophie d'investissement.

MA THÈSE / MON CONTEXTE
[À COMPLÉTER : stade, secteur, géographie]

CRITÈRES
- Track record exceptionnel (>10 ans, deals signature visibles)
- Communique publiquement (essais, podcasts, posts)
- Frameworks distinctifs (pas que des banalités)
- Pertinent pour mon contexte (un VC seed US peut être moins applicable qu'un BA français pour un BA français)

POUR CHAQUE INVESTISSEUR
- Bio courte + track record signature
- 2-3 frameworks distinctifs qu'ils ont articulés
- Comment les étudier (essais, podcasts, livres, posts)
- Premier contenu à consommer cette semaine","investisseurs-mentor,frameworks,etude,5-personnes","intermédiaire","non","5 investisseurs avec frameworks à étudier"
"M106","Veille & Intelligence économique","Cibler","Manager","Tendances salariales pour mon équipe vs marché","Identifie les tendances salariales actuelles pour les profils de mon équipe afin de calibrer mes politiques RH.

MON ÉQUIPE
- Postes : [À COMPLÉTER]
- Géographie : [À COMPLÉTER]
- Stade boîte : [startup / scale-up / grand groupe]

SIGNAUX À ANALYSER
- Annonces récentes avec salaire affiché
- Posts de talents quittant pour ""meilleure offre""
- Annonces de levées avec mention de ""war for talent""
- Études salariales publiées par des cabinets (Robert Walters, Hays, etc.)

POUR CHAQUE POSTE DANS MON ÉQUIPE
- Range salarial actuel marché
- Tendance (en hausse / stable / en baisse)
- Risque de churn de mon équipe vs marché
- Recommandation d'ajustement","salaire,benchmark-marche,RH,manager","avancé","non","Benchmark salaire avec recommandations"
"M107","Communauté & Événements","Cibler","Founder","Événements investisseurs où je dois absolument être avant ma levée","Identifie les événements investisseurs (conférences, meetups, demo days) où je dois être présent dans les 6 prochains mois pour préparer ma levée.

CONTEXTE
- Stade actuel : [À COMPLÉTER]
- Stade visé : [À COMPLÉTER]
- Géographie d'investisseurs ciblée : [À COMPLÉTER]
- Date prévisionnelle de levée : [À COMPLÉTER]

CRITÈRES
- VCs cibles présents (speakers, sponsors, attendees)
- Format propice au networking (pas que des grandes conférences sans interaction)
- Reputation et qualité

POUR CHAQUE ÉVÉNEMENT
- Nom + dates + lieu + format
- VCs cibles probablement présents
- Stratégie de présence (talk / sponsor / juste networking)
- Investment € + temps
- Préparation requise (pitch, demo, one-pager...)","evenements-VC,levee,6-mois,founder","avancé","non","Calendrier événements investisseurs"
"M108","Communauté & Événements","Activer","Sales","Ma stratégie de meetup / dîner pour réseauter avec mes prospects","Construis-moi une stratégie de meetup / dîner que j'organise moi-même pour réseauter avec mes prospects qualifiés.

CONTEXTE
- Mon ICP : [À COMPLÉTER]
- Format préféré : dîner 8-10 personnes / meetup 30 personnes / petit déjeuner / autre
- Géographie : [À COMPLÉTER]
- Mon offre : [À COMPLÉTER]

LE PLAN
- Thème de l'événement (qui doit attirer mon ICP sans être commercial direct)
- Liste des 10 premiers invités cibles (warm + 2-3 prospects froids importants)
- Format de l'événement (avec un speaker invité ? un débat ? juste networking ?)
- Stratégie d'invitation (4 semaines avant)
- Stratégie de follow-up post-événement

DELIVRABLES
- Brief événement complet
- Template d'invitation
- Plan de follow-up","event-host,dinner,meetup,sales","avancé","non","Plan complet d'événement self-hosted"
"M109","Apprentissage & Carrière","Activer","Personal brander","Mon plan pour passer de 5k à 50k followers en 12 mois","Construis-moi un plan réaliste pour passer de 5k à 50k followers LinkedIn en 12 mois.

MON CONTEXTE
- Audience actuelle : [À COMPLÉTER]
- Thème éditorial : [À COMPLÉTER]
- Fréquence actuelle de posts : [À COMPLÉTER]
- Time available / semaine : [À COMPLÉTER]

LES LEVIERS
- Augmentation fréquence/qualité posts (sans burnout)
- Engagement systématique sur posts d'autres créateurs
- Carrousels et formats à fort partage
- Collaborations avec créateurs comparables
- Newsletter / podcast / lead magnet en complément
- Lives / événements physiques

PLAN
- Mois 1-3 : focus contenu + engagement de base
- Mois 4-6 : ajout d'1 levier majeur (newsletter ou collab)
- Mois 7-9 : ajout d'un format multiplicateur (podcast, événement)
- Mois 10-12 : optimisation, scaling

KPIs
- Followers (objectif intermédiaire chaque mois)
- Engagement rate (à maintenir >3% malgré la croissance)
- Profile views, search appearances","audience-growth,12-mois,personal-brander,plan","avancé","non","Plan 12 mois croissance audience"
"M110","Veille & Intelligence économique","Cibler","Investisseur","Quelles sont mes hypothèses de marché à valider ce trimestre","Identifie 5 hypothèses majeures dans ma thèse d'investissement à valider/invalider sur LinkedIn ce trimestre.

MA THÈSE
[À COMPLÉTER : secteur + sous-thèse + horizon]

POUR CHAQUE HYPOTHÈSE
- Formulation précise (X est en train de se passer parce que Y)
- Signaux de validation à chercher sur LinkedIn (posts, hires, levées, lancements)
- Signaux d'invalidation (= ce qui me ferait douter)
- Échantillon de profils / boîtes à analyser
- Conclusion à atteindre fin trimestre","thesis-validation,hypothese,investisseur,trimestre","avancé","non","5 hypothèses avec protocole de validation"
"M111","Veille & Intelligence économique","Cibler","Founder","Mes 3 canaux d'acquisition à tester dans les 90 jours","À partir de ce que font les concurrents et les boîtes similaires dans mon secteur, identifie les 3 canaux d'acquisition que je devrais tester dans les 90 prochains jours.

MA BOÎTE
- Stade : [À COMPLÉTER]
- ICP : [À COMPLÉTER]
- Canaux actuels et leurs performances : [À COMPLÉTER]

ANALYSE LINKEDIN
- Comment mes concurrents directs acquièrent leurs clients (posts, partenariats, événements visibles)
- Quels canaux les boîtes similaires (même stade/ICP) utilisent
- Quels canaux mentionnent les founders dans leurs posts comme ""underused""

POUR CHAQUE TOP 3 CANAL
- Justification (pourquoi celui-là)
- Hypothèse de performance (CAC, volume)
- Test budget recommandé
- KPIs de validation
- Plan d'exécution sur 90 jours","acquisition,3-canaux,90-jours,test","avancé","non","3 canaux à tester avec plan"
"M112","Veille & Intelligence économique","Découvrir","Recruteur","Quelles compétences tech émergentes sont les plus demandées","Identifie les compétences tech émergentes qui sont les plus demandées sur le marché en ce moment, et les profils qui les possèdent.

MON SECTEUR D'INTERVENTION
[À COMPLÉTER]

ANALYSE
- Mots-clés en hausse dans les offres LinkedIn (>30% sur 6 mois)
- Compétences mentionnées par les CTOs dans leurs posts
- Skills tags qui apparaissent dans les profils de top performers récents

POUR CHAQUE COMPÉTENCE
- Description en 1 phrase
- Volume estimé de profils qui la possèdent
- Ratio offre / demande
- Salaire range observé
- Profils types qui la possèdent (pour mon sourcing futur)","competences-emergentes,sourcing,marche-tendance","avancé","oui","Veille des skills émergentes"
"M113","Networking & Relations","Surveiller","Sales","Tracker mes top 20 comptes ABM","Surveille en continu mes 20 comptes ABM (Account-Based Marketing) prioritaires.

MES 20 COMPTES
[À COMPLÉTER : liste]

SIGNAUX À DÉTECTER PAR COMPTE
- Changement de C-level (= remplacement, opportunité d'entrée)
- Levée de fonds (= budget débloqué)
- Hire d'un poste lié à mon ICP buyer (= persona disponible)
- Lancement de produit (= besoin de support nouveau)
- Mention publique d'un concurrent (= comparison shopping)
- Embauche massive (= croissance, besoin grandissant)

Format : ""[Compte] | [Signal] | [Action recommandée] | [Personne à contacter]"".","ABM,top-20,heartbeat,whatsapp,sales","avancé","oui","Surveillance continue 20 comptes ABM"
"M114","Communauté & Événements","Surveiller","Founder","Veille hackathons / défis innovation où ma boîte peut briller","Surveille les hackathons, défis innovation, et appels à projets où ma boîte peut se positionner.

MA BOÎTE
- Secteur : [À COMPLÉTER]
- Stage : [À COMPLÉTER]
- Tech / produit clé : [À COMPLÉTER]

OPPORTUNITÉS
- Hackathons sectoriels (avec sponsors qui sont mes clients potentiels)
- Concours startup (BPI, French Tech, etc.)
- Awards et nominations
- Calls for innovation des grandes entreprises
- Programmes corporate (ex. Microsoft for Startups)

Format : ""[Opportunité] | [Date limite] | [Pertinence] | [Action]"".","hackathons,concours,heartbeat,whatsapp,founder","avancé","oui","Veille événements et défis"
"M115","Veille & Intelligence économique","Cibler","Job seeker","Préparation entretien chez [BOÎTE] : analyse complète","Prépare-moi un brief complet pour mon entretien chez [BOÎTE] le [DATE].

CE QUE JE DOIS COMPRENDRE
- Mission, stade, équipe, levée, traction visibles sur LinkedIn
- Posts récents des dirigeants : leurs préoccupations, leurs convictions
- Récents départs / arrivées : signaux culturels
- Concurrents directs et leur positionnement vs cette boîte
- Glassdoor / témoignages public sur la culture (si visibles)

POUR L'ENTRETIEN
- 5 questions intelligentes à poser (qui montrent que j'ai fait mes devoirs)
- 3 angles de lien entre mon parcours et ce que je vois de leur situation
- Risques / red flags à surveiller pendant l'entretien
- Stratégie de négociation salariale (si je vais jusque-là)","entretien,preparation,boite,job-seeker","avancé","non","Brief d'entretien complet"
"M116","Networking & Relations","Activer","Manager","Mon plan de mentoring (donner et recevoir) sur l'année","Construis-moi un plan de mentoring sur 12 mois : qui je vais mentorer, et qui va me mentorer.

MON PROFIL
[À COMPLÉTER]

OBJECTIFS
- Mentorer : 1-2 juniors / mid-career par trimestre
- Être mentoré : 1-2 seniors par semestre

MES MENTORÉS POTENTIELS
- Critères : profils 5-10 ans en arrière, prometteurs, alignés avec ma trajectoire
- Identification dans mon réseau

MES MENTORS POTENTIELS
- Critères : 5-10 ans en avance, accessibles, alignés avec mes ambitions
- Identification dans mon réseau

POUR CHAQUE RELATION (mentor + mentoré)
- Format (call mensuel / async / café)
- Sujets prioritaires
- Réciprocité offerte
- Mesure de succès","mentoring,12-mois,plan-bidirectionnel,manager","avancé","non","Plan mentoring complet"
"M117","Networking & Relations","Cibler","Personal brander","Mes 10 super-ambassadeurs naturels à activer","Identifie 10 personnes dans mon réseau qui sont déjà des ""super-fans"" potentiels et qui pourraient devenir mes ambassadeurs naturels.

MES SIGNAUX DE SUPER-FAN
- Like / commente régulièrement mes posts (>5 fois sur 30 derniers jours)
- A déjà partagé un de mes contenus
- Audience LinkedIn engagée (>500 followers actifs)
- Profil cohérent avec mon thème éditorial

POUR CHAQUE TOP 10
- Score d'engagement passé sur mes contenus
- Audience size + composition
- Type d'activation possible :
  - Mentionner ses posts dans les miens (réciprocité)
  - L'inviter à un live / podcast
  - Lui demander un témoignage
  - Co-création d'un contenu
- Premier message / action à initier cette semaine","super-fans,ambassadeurs,activation,personal-brander","avancé","non","10 super-fans à activer"
"M118","Apprentissage & Carrière","Cibler","Founder","Frameworks pour faire grandir ma première équipe","Construis-moi une bibliothèque de frameworks pour faire grandir ma première équipe (de 3 à 10 personnes).

MON CONTEXTE
- Équipe actuelle : [À COMPLÉTER : taille, postes]
- Croissance prévue 12 mois : [À COMPLÉTER]
- Mes douleurs actuelles management : [À COMPLÉTER]

LES FRAMEWORKS À FOURNIR
1. Hiring : 1 framework de recrutement systématique
2. Onboarding : 1 framework d'intégration (30-60-90)
3. Performance : 1 framework de feedback / 1:1 / objectifs
4. Growth : 1 framework de plan de carrière interne
5. Team rituals : 1 cadre de rituels d'équipe (standups, retros, all-hands)
6. Difficult conversations : 1 cadre pour les sujets durs
7. Compensation : 1 cadre simple de rémunération à ce stade

POUR CHAQUE FRAMEWORK
- Description en 5-8 lignes
- Source (founder ou manager qui l'a popularisé)
- Comment l'adapter à ma boîte
- Premier pas pour le mettre en place cette semaine","team-building,frameworks,founder,first-team","avancé","non","Bibliothèque de 7 frameworks"
"M119","Apprentissage & Carrière","Découvrir","Recruteur","Outils sourcing modernes que j'ignore probablement","Identifie les outils de sourcing modernes (au-delà de LinkedIn Recruiter) que je devrais évaluer.

MON CONTEXTE
- Type de profils sourcés : [À COMPLÉTER : tech / sales / autre]
- Géographie : [À COMPLÉTER]
- Volume mensuel : [À COMPLÉTER : nb de candidats sourcés]

CATÉGORIES À COUVRIR
- Sourcing tools (au-delà de LinkedIn Recruiter)
- Outreach automation
- ATS modernes
- Talent communities et job boards spécialisés
- Outils de scoring / matching IA
- Outils de référence checking

POUR CHAQUE OUTIL
- Description en 1 phrase
- Pricing typique
- Cas d'usage idéal
- Réputation (basé sur les recommandations dans la communauté)
- Free trial / démo disponible","outils-sourcing,decouverte,recruteur,modernite","intermédiaire","oui","Stack sourcing modernisée"
"M120","Recherche d'emploi","Activer","Job seeker","Plan de candidature complet pour [POSTE] chez [BOÎTE]","Construis-moi un plan de candidature complet pour [POSTE] chez [BOÎTE].

CONTEXTE
- Date butoir candidature : [À COMPLÉTER]
- Date entretien probable : [À COMPLÉTER]
- Mon profil : [À COMPLÉTER]

PHASES
1. Pré-candidature (J-7)
   - Recherche complète sur la boîte (mission, stade, équipe, dirigeants visibles)
   - Identification du recruteur et du hiring manager
   - Engagement subtil sur LinkedIn (likes, commentaires intelligents sur leurs posts)

2. Candidature (J0)
   - CV personnalisé pour le poste (priorisation des expériences pertinentes)
   - Lettre / message de candidature (5-7 phrases max, pas générique)
   - Application sur la plateforme + DM au recruteur

3. Pré-entretien (J+3 à J+10)
   - Préparation des 5 questions intelligentes
   - Préparation de 3 stories STAR alignées avec leurs valeurs / besoins
   - Anticipation des questions techniques

4. Post-entretien (J+15)
   - Message de thank you personnalisé
   - Plan B si pas de retour à J+15

DELIVRABLES
- Le CV adapté
- Le message d'application
- La fiche de préparation entretien","candidature,plan-complet,4-phases,job-seeker","avancé","non","Plan candidature multi-phases"
"M121","Sourcing & Recrutement","Découvrir","Founder","Co-founders potentiels dans mon réseau","Identifie 3-5 personnes dans mon réseau LinkedIn qui pourraient être de bons co-founders pour ma prochaine aventure (ou pour combler une compétence manquante dans la boîte actuelle).

MON CONTEXTE
- Mes forces : [À COMPLÉTER]
- Mes faiblesses : [À COMPLÉTER]
- Type de co-founder cherché : [tech / business / produit / opérationnel]
- Stade : [démarrage / pivot / extension d'équipe fondatrice]

CRITÈRES
- Profil complémentaire au mien
- Expérience entrepreneuriale (idéalement)
- Bonne réputation dans mon réseau (signaux de fiabilité)
- Disponibilité potentielle (ancienneté actuelle, signaux de bougeabilité)
- Affinité personnelle (interactions passées positives)

POUR CHAQUE CO-FOUNDER POTENTIEL
- Pourquoi le match
- Risques / red flags potentiels
- Comment l'aborder (le sujet co-founder est délicat)
- Format de premier échange","co-founder,founder,3-5-personnes,complementarite","avancé","non","Liste de co-founders potentiels"
"M122","Veille & Intelligence économique","Activer","Sales","Mon battlecard à jour sur mes 3 concurrents principaux","Construis-moi une battlecard à jour pour chacun de mes 3 concurrents principaux.

MES 3 CONCURRENTS
[À COMPLÉTER]

POUR CHAQUE CONCURRENT, ANALYSE
- Positionnement actuel (basé sur leurs derniers posts/communications)
- Pricing visible / estimé
- Forces majeures (ce qu'ils mettent en avant)
- Faiblesses (ce qu'ils ne disent pas, ou ce que leurs clients critiquent en commentaire)
- Récente actualité (dernier deal, lancement, embauche)
- Mes 3 angles différenciants vs eux
- Réponses aux objections types (""pourquoi pas eux ?"")","battlecard,3-concurrents,sales,objections","avancé","oui","Battlecards mises à jour"
"M123","Networking & Relations","Surveiller","Manager","Mood tracker de mon équipe via signaux LinkedIn","Surveille les signaux LinkedIn de mon équipe et alerte-moi de potentiels mood signals (positifs ou négatifs).

MON ÉQUIPE
[À COMPLÉTER : noms des membres]

SIGNAUX POSITIFS
- Posts enthousiastes sur le travail / la boîte
- Mentions positives de collègues
- Reconnaissance reçue / award
- Apprentissage actif (cours, conférence)

SIGNAUX NÉGATIFS / D'ALERTE
- Posts émotionnels critiques (sur le management, le travail, le burn-out)
- Mise à jour brutale du profil (CV, headline)
- Activation ""Open to Work""
- Like / commentaire répété sur posts de recruteurs ou sur ""comment quitter sa boîte""
- Diminution drastique d'activité (peut être ""tête dans le guidon"" mais aussi désengagement)

Format : ""[Membre] | [Signal type] | [Recommandation : check-in / célébrer / s'inquiéter]"".","team-mood,heartbeat,whatsapp,manager,retention","avancé","oui","Veille mood team continue"
"M124","Création de contenu","Surveiller","Founder","Mes contenus best performers pour les répliquer","Analyse l'historique de mes posts LinkedIn et identifie mes patterns gagnants.

MES DONNÉES
- 30 derniers posts
- Métriques disponibles : reach, engagement rate, commentaires, shares

ANALYSE
- Top 5 posts par engagement
- Patterns communs (sujet, format, longueur, hook, CTA, jour/heure de publication)
- Top 5 posts par audience reach
- Patterns communs

DELIVRABLES
- 3 patterns à répliquer (avec template)
- 3 anti-patterns à éviter
- Calendrier optimisé (jours / heures de publication)
- 5 sujets futurs à creuser (basés sur ce qui a déjà marché)","analytics,patterns-gagnants,founder,contenu","avancé","oui","Analyse complète de mes patterns gagnants"
"M125","Apprentissage & Carrière","Surveiller","Job seeker","Évolution de mon ICP de marché de l'emploi","Surveille mon ICP (les boîtes / postes / salaires que je vise) et alerte-moi des évolutions du marché.

MON ICP MARCHÉ
- Postes cibles : [À COMPLÉTER]
- Boîtes cibles : [À COMPLÉTER]
- Géographie : [À COMPLÉTER]
- Salaire range visé : [À COMPLÉTER]

SIGNAUX À SUIVRE
- Évolution des offres dans mon scope (volume + descriptions)
- Évolution des salaires affichés
- Apparition de nouveaux types de postes hybrides
- Évolution des compétences demandées
- Boîtes en croissance / en difficulté

Hebdomadaire format synthétique : ""Cette semaine sur ton marché de l'emploi : [3 points clés]"".","marche-emploi,heartbeat,whatsapp,job-seeker","intermédiaire","oui","Veille marché emploi hebdo"
"M126","Networking & Relations","Activer","Investisseur","Mon plan de visibilité founder-friendly pour les 90 prochains jours","Construis-moi un plan de visibilité LinkedIn 90 jours pour me positionner comme l'investisseur que les bons founders veulent dans leur cap table.

MON PROFIL
- Mon fond / ma thèse : [À COMPLÉTER]
- Mon différenciateur : [À COMPLÉTER]

PILIERS DE CONTENU (4 à articuler)
1. Thesis-driven : pourquoi je crois en X
2. Founder-celebrating : valoriser des founders dont j'admire le travail
3. Educational : aider les founders à comprendre la levée
4. Behind-the-scenes : ce que c'est vraiment être investisseur

CALENDRIER
- 3 posts / semaine sur ces 4 piliers
- 1 newsletter mensuelle avec mes prises de position
- 1 événement / mois (live LinkedIn ou IRL) où des founders peuvent venir

POUR CHAQUE SEMAINE
- 3 sujets de posts précis
- 2 founders à mentionner / valoriser (pour créer du capital relationnel)
- 1 action de visibilité hors-LinkedIn (podcast, article, événement)","visibilite,90-jours,investisseur,founder-friendly","avancé","non","Plan 90 jours visibilité founder-friendly"
"M127","Business Development & Partenariats","Découvrir","Sales","Partenariats de revente pour multiplier mon pipeline","Identifie les agences, intégrateurs, consultants et resellers qui pourraient revendre ma solution à leurs propres clients.

MA SOLUTION
[À COMPLÉTER]

ICP DU PARTENAIRE
- Type : agence digitale / cabinet conseil / intégrateur / freelance senior
- Adresse mon ICP final
- Cherche à élargir son offre (signaux : posts sur ""best tools"", ""stack 2026"", etc.)

POUR CHAQUE PARTENAIRE
- Type d'entité + décideur identifié
- Volume de clients qu'ils peuvent toucher (estimation)
- Levier de motivation (commission, exclu géo, brand association)
- Hook d'approche","reseller,agence,channel-sales,sales","avancé","oui","Liste de partenaires revendeurs avec hook"
"M128","Business Development & Partenariats","Cibler","Founder","Mes 5 grands comptes à pénétrer via partenariat stratégique","Identifie 5 grands comptes (>1000 employés) que je vise et pour chacun, le partenaire ou intégrateur qui peut me faire entrer.

MA SOLUTION
[À COMPLÉTER]

GRANDS COMPTES VISÉS
[À COMPLÉTER : liste]

POUR CHAQUE GRAND COMPTE
- Le SI ou les outils déjà utilisés (basé sur signaux LinkedIn)
- Les agences / intégrateurs qui les servent (signaux : posts d'agences mentionnant le client)
- Le partenaire le plus probable pour me faire entrer
- Hook d'approche du partenaire (pas du grand compte)
- Plan d'attaque 90 jours","grand-compte,partenaire-strategique,5-comptes","avancé","non","5 stratégies d'entrée via partenaires"
"M129","Business Development & Partenariats","Surveiller","Founder","Veille sur les partenariats et intégrations de mes concurrents","Surveille les annonces de partenariats et intégrations de mes concurrents.

MES CONCURRENTS
[À COMPLÉTER]

SIGNAUX À DÉTECTER
- Annonce de partenariat avec une marketplace / plateforme
- Intégration native annoncée avec un outil populaire
- Co-marketing visible (webinar conjoint, étude croisée)
- Distribution via reseller program

Format : ""[Concurrent] | [Partenariat annoncé] | [Implication] | [Réplique possible]"".","partenariats-concurrents,heartbeat,whatsapp","avancé","oui","Veille partenariats du marché"
"M130","Business Development & Partenariats","Cibler","Sales","Mes 5 prescripteurs à activer ce trimestre","Parmi tous les prescripteurs identifiés dans mon réseau, sélectionne les 5 à activer en priorité ce trimestre.

CRITÈRES DE PRIORITÉ
- Volume d'audience qualifiée
- Probabilité de recommandation (relation existante)
- Effort de mise en relation (faible si déjà tiède)
- Valeur asymétrique (eux n'ont pas grand-chose à perdre, moi beaucoup à gagner)

POUR CHAQUE TOP 5
- Justification du score
- Type d'activation (mention publique / DM perso / co-création de contenu / commission)
- Premier message à envoyer cette semaine
- KPI de suivi (volume de leads attendus)","prescripteurs,top-5,activation,sales","avancé","non","Top 5 prescripteurs avec plan d'activation"
"M131","Business Development & Partenariats","Activer","Founder","Pitch deck partenariat pour [PARTENAIRE]","Rédige le contenu d'un mini pitch deck (5 slides max) pour proposer un partenariat à [PARTENAIRE].

CONTEXTE
- Mon produit : [À COMPLÉTER]
- Leur produit : [À COMPLÉTER]
- Ce que je propose comme partenariat : [À COMPLÉTER]
- Bénéfices pour eux (ÉGOÏSTE — pas pour moi) : [À COMPLÉTER]

LES 5 SLIDES
- Slide 1 : Pourquoi maintenant (timing + opportunity)
- Slide 2 : Le problème commun de nos clients respectifs
- Slide 3 : La solution combinée (1+1 = 3)
- Slide 4 : Le modèle de partenariat proposé (revenue share, lead share, intégration tech)
- Slide 5 : Les premiers pas concrets (pilote 30 jours)

POUR CHAQUE SLIDE
- Titre court
- Body / 3 bullets max
- Visuel suggéré","pitch-partenariat,5-slides,founder","avancé","non","Mini pitch deck partenariat"
"M132","Business Development & Partenariats","Découvrir","Consultant","Apporteurs d'affaires potentiels pour mes missions","Identifie des apporteurs d'affaires potentiels qui peuvent m'amener des missions.

MON OFFRE
[À COMPLÉTER : domaine + ticket moyen mission]

PROFILS D'APPORTEURS POTENTIELS
- Consultants seniors complémentaires (qu'ils refusent les missions hors leur scope)
- Freelances qui peuvent sous-traiter une partie de leurs gros projets
- Cabinets en surcharge ponctuelle
- Coaches business qui accompagnent mon ICP
- Anciens clients dans une nouvelle position

POUR CHAQUE APPORTEUR
- Pourquoi il pourrait m'amener du business
- Type de deal proposé (commission 10-20% / échange réciproque / co-mission)
- Hook d'approche
- Volume de business potentiel","apporteurs-affaires,consultant,partenariats","intermédiaire","oui","Liste apporteurs d'affaires curatée"
"M133","Business Development & Partenariats","Surveiller","Sales","Signaux de partenaires actuels en train de craquer","Surveille mes partenaires actuels (revendeurs, prescripteurs, intégrateurs) et alerte-moi si l'un d'eux montre des signes de faiblesse.

MES PARTENAIRES ACTUELS
[À COMPLÉTER]

SIGNAUX D'ALERTE
- Volume de leads / signatures qui chute
- Diminution d'activité LinkedIn de leur côté
- Mention publique d'un de mes concurrents
- Embauche d'un partner manager côté concurrent (signal qu'ils vont nous courtiser)
- Changement de C-level chez le partenaire
- Difficulté financière visible

Format : ""[Partenaire] | [Signal] | [Action préventive]"".","partenaires-existants,heartbeat,sales","avancé","oui","Veille santé des partenariats"
"M134","Business Development & Partenariats","Activer","Sales","Programme partner enablement de mes 3 top partenaires","Construis-moi un plan d'enablement (formation + outils) pour mes 3 partenaires les plus importants.

MES 3 TOP PARTENAIRES
[À COMPLÉTER]

POUR CHACUN, BÂTIR
- Diagnostic : où en sont-ils dans la maîtrise de mon offre ?
- Formation requise (call de cadrage, masterclass produit, certification)
- Matériel à fournir (one-pager, demo videos, battlecards, case studies)
- Rituels de suivi (call mensuel, QBR trimestriel)
- KPIs de suivi (leads générés, signatures, NPS partner)
- Plan 30-60-90","enablement,3-partenaires,plan,sales","avancé","non","Plan d'enablement complet 3 partenaires"
"M135","Prospection commerciale","Cibler","Consultant","Mes 5 missions prioritaires à closer ce mois","Parmi toutes mes opportunités de mission identifiées, sélectionne les 5 à closer en priorité ce mois.

CRITÈRES
- Probabilité de signature (chaleur du contact)
- Ticket de la mission (€ + durée)
- Adéquation avec mes compétences (effort vs delivery)
- Valeur stratégique (référence, secteur, repeat business)

POUR CHAQUE TOP 5
- Score de priorité (€ × probabilité)
- Frein principal à la signature (budget / timing / décideur / objection technique)
- Action concrète cette semaine pour faire avancer
- Plan B si la mission ne signe pas","pipeline,consultant,5-missions,closing","intermédiaire","non","Top 5 missions avec plan de closing"
"M136","Prospection commerciale","Surveiller","Consultant","Veille des appels d'offres et missions publiques","Surveille les appels d'offres, missions publiques et opportunités de freelance dans mon scope.

MON SCOPE
- Domaine : [À COMPLÉTER]
- Type de mission : [court / long / forfait / TJM]
- Géographie / remote : [À COMPLÉTER]

SOURCES À CROISER
- Posts LinkedIn de directeurs / managers cherchant un consultant
- Annonces ""looking for [profil]"" sur les groupes pro
- Plateformes freelance (signaux indirects)
- AOs publics (BOAMP, etc. si applicable à mon métier)

Format : ""[Source] | [Opportunité] | [Décideur si visible] | [Action]"".","AO,missions,heartbeat,consultant","intermédiaire","oui","Veille opportunités missions"
"M137","Création de contenu","Activer","Consultant","Posts LinkedIn de positionnement expert pour ma niche","Rédige 3 posts LinkedIn pour me positionner comme expert dans ma niche, en attirant des clients potentiels sans paraître commercial.

MA NICHE / MON EXPERTISE
[À COMPLÉTER]

PRINCIPES
- Apport de valeur en premier degré (un cas, un framework, une analyse)
- Démontrer mon expertise par une opinion forte ou un détail technique
- 1 sur 3 peut mentionner subtilement la disponibilité (ex. ""j'accompagne 2-3 boîtes par trimestre sur ce sujet"")
- Inviter à la conversation, pas à la prestation

POUR CHAQUE POST (3 versions)
- ""Cas client anonymisé"" : raconter un cas concret
- ""Framework / méthode"" : donner un outil de réflexion
- ""Opinion contrarienne"" : casser un mythe de la pratique","consultant,positionnement,3-posts,expert","intermédiaire","non","3 posts d'autorité pour consultant"
"M138","Networking & Relations","Découvrir","Consultant","Mes pairs consultants à connecter pour échanger / s'envoyer des missions","Identifie 10 consultants pairs (mêmes profils que moi ou complémentaires) avec qui je devrais bâtir une relation.

MON PROFIL
[À COMPLÉTER]

PROFILS RECHERCHÉS
- Consultants au même TJM / niveau (= peer learning)
- Consultants complémentaires (différente spécialité, même ICP)
- Consultants 5-10 ans en avance (= mentors potentiels)

POUR CHAQUE PAIR
- Pourquoi pertinent
- Type de relation possible (échange de missions, masterminding, simple veille)
- Premier contact / format proposé","pairs-consultants,reseau,10-pairs","intermédiaire","non","10 pairs consultants à activer"
